talent,job,label
"Talent({'English': Language(English,C1,False), 'German': Language(German,B2,False)},['qa-engineer', 'project-manager', 'product-owner'],senior,75000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,doctorate)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A1,False)},['software-architect', 'consulting', 'backend-developer'],senior,105000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['online-marketing-manager', 'system-administrator', 'product-owner', 'scrum-master-agile-coach', 'ui-ux-designer'],None,127800,None)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel'],90000,apprenticeship)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,C1,False)},['backend-developer', 'consulting', 'machine-learning-engineer', 'system-administrator', 'qa-engineer'],junior,95940,apprenticeship)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],['midlevel', None, 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,C1,False)},['frontend-developer', 'full-stack-developer', 'php-developer', 'java-developer'],senior,65000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer'],midlevel,104300,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Polish': Language(Polish,B2,False)},['database-administrator', 'machine-learning-engineer', 'business-development-manager'],junior,96599,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,B1,False)},['cto', 'c-net-developer', 'security', 'product-owner', 'copywriter'],senior,87500,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Russian': Language(Russian,C2,False)},['sales-manager', 'sales-engineer', 'key-account-manager', 'online-marketing-manager', 'performance-marketing-manager'],None,109500,None)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,doctorate)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,B1,False), 'French': Language(French,A1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'software-architect'],senior,75000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['product-owner', 'scrum-master-agile-coach'],senior,119200,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,C1,True)},['scrum-master-agile-coach'],['midlevel', 'senior'],80000,None)",False
"Talent({'Chinese': Language(Chinese,B2,False), 'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Italian': Language(Italian,B2,False), 'Russian': Language(Russian,A2,False), 'Spanish': Language(Spanish,C1,False)},['sales-team-lead', 'consulting', 'sales-manager', 'key-account-manager', 'business-development-manager'],None,80000,master)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",False
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'Arabic': Language(Arabic,C2,False)},['engineering-manager', 'copywriter', 'cso-or-head-of-sales', 'qa-engineer', 'mobile-developer'],junior,99000,bachelor)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,master)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A2,False), 'French': Language(French,B2,False)},['product-manager', 'product-owner', 'consulting'],midlevel,90000,bachelor)","Job({'English': Language(English,C1,False), 'German': Language(German,B1,False)},['product-owner'],['junior', 'midlevel', 'senior'],80000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False), 'Spanish': Language(Spanish,A2,False)},['frontend-developer', 'full-stack-developer', 'software-architect', 'consulting'],senior,119700,bachelor)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['ux-researcher', 'full-stack-developer', 'graphic-designer', 'product-manager', 'ui-ux-designer'],senior,84700,None)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,True)},['product-owner'],['junior', 'midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['full-stack-developer', 'c-net-developer', 'c-c-developer', 'product-manager', 'cpo-or-head-of-product'],midlevel,104800,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,C1,False), 'Arabic': Language(Arabic,C1,False), 'French': Language(French,A2,False)},['sales-engineer', 'backend-developer', 'devops-engineer', 'ui-ux-designer', 'presales-manager'],junior,118080,apprenticeship)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],['midlevel', 'senior', None],82000,bachelor)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False)},['product-owner', 'sales-team-lead', 'cto', 'full-stack-developer', 'copywriter'],senior,78000,None)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,C1,False)},['ux-researcher', 'key-account-manager', 'product-manager', 'backend-developer', 'cloud-engineer'],senior,70000,master)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['graphic-designer', 'cto', 'business-development-manager', 'data-engineer'],senior,104300,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,C1,False)},['c-c-developer', 'marketing-team-lead', 'seo-sea-manager', 'mobile-developer', 'cmo-or-head-of-marketing'],senior,98700,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['system-engineer', 'software-architect', 'devops-engineer', 'cloud-engineer', 'ux-researcher'],None,123300,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['consulting'],['midlevel', 'senior'],90000,bachelor)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,B1,False)},['head-of-data', 'project-manager', 'backend-developer', 'java-developer'],senior,55000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'English': Language(English,A2,False), 'German': Language(German,C2,False)},['head-of-data', 'sales-engineer', 'key-account-manager', 'data-analyst', 'network-engineer'],senior,84000,master)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",False
"Talent({'Arabic': Language(Arabic,C2,False), 'English': Language(English,A1,False), 'German': Language(German,B2,False)},['cpo-or-head-of-product', 'presales-manager', 'c-net-developer', '1st-2nd-3rd-level-support', 'network-engineer'],junior,87000,None)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,doctorate)",False
"Talent({'Albanian': Language(Albanian,A1,False), 'Croatian': Language(Croatian,A1,False), 'English': Language(English,C1,False), 'German': Language(German,A2,False), 'Turkish': Language(Turkish,A1,False)},['cmo-or-head-of-marketing', 'scrum-master-agile-coach', 'ux-researcher'],senior,112500,bachelor)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,C2,False), 'French': Language(French,C2,False), 'Italian': Language(Italian,B2,False), 'Spanish': Language(Spanish,A2,False)},['data-analyst', 'data-scientist'],junior,118400,bachelor)","Job({'German': Language(German,B2,True), 'English': Language(English,C1,True)},['scrum-master-agile-coach'],['midlevel', 'senior'],80000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-c-developer', 'mobile-developer'],senior,82000,None)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,B1,False), 'Japanese': Language(Japanese,A1,False)},['ux-researcher', 'security', 'system-administrator'],senior,85400,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False), 'Turkish': Language(Turkish,A2,False)},['key-account-manager', 'data-scientist', 'site-reliability-engineer', 'cpo-or-head-of-product', 'consulting'],None,79950,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False), 'Spanish': Language(Spanish,A2,False)},['sales-team-lead', 'cmo-or-head-of-marketing', 'marketing-team-lead', 'consulting', 'key-account-manager'],None,80000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['ux-researcher', 'c-c-developer'],midlevel,101500,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,A2,False)},['frontend-developer', 'mobile-developer'],senior,60000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B1,False), 'Turkish': Language(Turkish,C1,False)},['customer-success-manager', 'key-account-manager', 'engineering-manager', 'business-development-manager', 'product-manager'],senior,75000,None)","Job({'German': Language(German,C2,True)},['online-marketing-manager', 'content-marketing-manager'],[None, 'junior'],50000,master)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,B1,False), 'French': Language(French,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'php-developer'],junior,104140,apprenticeship)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,A2,False)},['data-analyst', 'customer-success-manager', 'data-scientist', 'sales-engineer', 'security'],junior,105600,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['business-analyst'],['midlevel', 'senior', None],80000,master)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,B1,False)},['head-of-data', 'backend-developer', 'c-net-developer', 'content-marketing-manager', 'cpo-or-head-of-product'],None,89600,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,A2,False)},['c-c-developer', 'head-of-data', 'sales-manager', 'database-administrator', 'ux-researcher'],None,102200,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A2,False), 'Spanish': Language(Spanish,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],senior,92400,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Russian': Language(Russian,C2,False)},['backend-developer', 'full-stack-developer', 'c-net-developer', 'c-c-developer', 'software-architect'],senior,119720,None)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,A2,False)},['full-stack-developer', 'seo-sea-manager', 'customer-success-manager', 'data-engineer', '1st-2nd-3rd-level-support'],junior,137000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['tech-lead', 'engineering-manager'],['midlevel', 'senior'],100000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Russian': Language(Russian,C2,False), 'French': Language(French,A2,False)},['frontend-developer', 'full-stack-developer'],senior,80000,bachelor)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel'],90000,apprenticeship)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A1,False)},['sales-team-lead', 'consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager'],junior,40000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,doctorate)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,A1,False), 'French': Language(French,C1,False)},['business-development-manager', 'key-account-manager', 'sales-manager', 'consulting'],None,88500,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,doctorate)",False
"Talent({'Dutch': Language(Dutch,C2,False), 'English': Language(English,C1,False), 'German': Language(German,C2,False)},['consulting', 'c-net-developer', 'product-manager', 'system-engineer', 'data-engineer'],midlevel,93800,master)","Job({'German': Language(German,C1,True)},['data-analyst'],['junior', 'midlevel', 'senior'],67000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Hindi': Language(Hindi,C1,False), 'Italian': Language(Italian,B2,False)},['1st-2nd-3rd-level-support', 'content-marketing-manager', 'tech-lead', 'ui-ux-designer', 'cto'],midlevel,75000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C1,False), 'English': Language(English,C2,False), 'Russian': Language(Russian,C2,False)},['php-developer'],midlevel,81200,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['php-developer', 'ux-researcher', 'presales-manager', 'devops-engineer', 'head-of-data'],junior,95199,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['product-manager', 'data-analyst', 'business-analyst', 'consulting', 'business-development-manager'],midlevel,117600,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['business-analyst'],[None, 'junior', 'senior'],80000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['1st-2nd-3rd-level-support', 'project-manager', 'ui-ux-designer', 'tech-lead', 'cmo-or-head-of-marketing'],senior,81200,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,master)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,A1,False), 'Arabic': Language(Arabic,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'security'],junior,108240,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],['senior', 'midlevel', None],82000,bachelor)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A2,False), 'Turkish': Language(Turkish,B2,False)},['c-net-developer', 'ui-ux-designer', 'mobile-developer'],None,94500,None)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'qa-engineer', 'data-analyst', 'business-analyst'],None,80000,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['devops-engineer', 'system-engineer', 'cloud-engineer', 'security', 'consulting'],midlevel,60000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['consulting'],['midlevel', 'senior'],80000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'java-developer', 'php-developer'],None,76050,apprenticeship)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,A2,False)},['frontend-developer', 'php-developer'],junior,83200,None)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,A2,False), 'French': Language(French,A1,False), 'Spanish': Language(Spanish,A1,False)},['full-stack-developer', 'product-owner', 'online-marketing-manager', 'social-media-marketing-manager'],junior,100800,apprenticeship)","Job({'German': Language(German,C1,True)},['consulting'],['midlevel', None, 'senior'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,B2,False), 'Spanish': Language(Spanish,B1,False)},['online-marketing-manager', 'cso-or-head-of-sales', 'backend-developer'],None,96000,master)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Russian': Language(Russian,B2,False)},['sales-manager', 'key-account-manager', 'business-development-manager'],senior,100500,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,A1,False)},['frontend-developer', 'software-architect', 'product-owner', 'tech-lead', 'consulting'],senior,102200,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A1,False), 'Arabic': Language(Arabic,A1,False), 'Spanish': Language(Spanish,A1,False)},['social-media-marketing-manager', 'php-developer', 'product-owner', 'c-net-developer', 'backend-developer'],junior,60000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,C1,False), 'French': Language(French,B1,False)},['sales-manager', 'customer-success-manager'],junior,66600,apprenticeship)","Job({'German': Language(German,C1,True)},['customer-success-manager'],[None, 'junior', 'midlevel', 'senior'],45000,apprenticeship)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],None,81250,bachelor)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,doctorate)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,A2,False)},['copywriter'],None,60000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'Arabic': Language(Arabic,C2,False)},['backend-developer', 'product-owner', 'machine-learning-engineer', 'consulting', 'cpo-or-head-of-product'],midlevel,75000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B1,False)},['devops-engineer', 'system-engineer', 'cloud-engineer'],['midlevel', 'senior'],81000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,A1,False), 'Hindi': Language(Hindi,C2,False)},['machine-learning-engineer', 'mobile-developer', 'data-scientist', 'system-administrator', 'tech-lead'],midlevel,89250,None)","Job({'English': Language(English,C1,True), 'German': Language(German,B1,True)},['product-owner'],['junior', 'midlevel', 'senior'],75000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['cto', 'tech-lead', 'product-owner', 'cpo-or-head-of-product', 'project-manager'],senior,80000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['project-manager'],['senior'],70000,None)",False
"Talent({'German': Language(German,C1,False), 'English': Language(English,B1,False), 'Persian': Language(Persian,C2,False)},['full-stack-developer', 'c-net-developer', 'c-c-developer', 'data-scientist', 'machine-learning-engineer'],junior,121360,apprenticeship)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],['senior', 'midlevel', None],82000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Spanish': Language(Spanish,A1,False), 'Dutch': Language(Dutch,A1,False), 'Japanese': Language(Japanese,A1,False)},['1st-2nd-3rd-level-support', 'cloud-engineer', 'cmo-or-head-of-marketing'],senior,105000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'English': Language(English,C2,False), 'French': Language(French,B2,False), 'German': Language(German,C2,False), 'Spanish': Language(Spanish,C2,False)},['cloud-engineer', 'java-developer', 'c-c-developer', 'online-marketing-manager', 'data-engineer'],senior,87000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['key-account-manager', 'project-manager'],junior,45000,apprenticeship)","Job({'German': Language(German,C2,True)},['sales-manager', 'presales-manager'],[None, 'junior'],54000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Turkish': Language(Turkish,C2,False)},['software-architect', 'cto', 'tech-lead', 'data-engineer', 'head-of-data'],None,80000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['data-engineer'],['midlevel', 'senior'],80000,master)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A2,False)},['product-owner', 'system-administrator', 'cloud-engineer', 'network-engineer', 'full-stack-developer'],midlevel,92400,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A1,False), 'French': Language(French,A1,False), 'Spanish': Language(Spanish,A1,False), 'Chinese': Language(Chinese,A1,False)},['software-architect', 'online-marketing-manager', 'key-account-manager', 'database-administrator', 'social-media-marketing-manager'],None,100100,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Swedish': Language(Swedish,A1,False)},['data-engineer', 'online-marketing-manager', 'content-marketing-manager'],None,102200,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'data-analyst'],None,102900,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,A2,False)},['marketing-team-lead', 'database-administrator', 'performance-marketing-manager', 'machine-learning-engineer', 'ui-ux-designer'],None,99750,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,doctorate)",False
"Talent({'German': Language(German,C1,False), 'Turkish': Language(Turkish,C2,False), 'English': Language(English,B2,False)},['social-media-marketing-manager'],senior,73500,bachelor)","Job({'German': Language(German,C2,True)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],['junior', 'midlevel'],50000,apprenticeship)",False
"Talent({'English': Language(English,B2,False), 'German': Language(German,C2,False)},['software-architect', 'key-account-manager', 'business-analyst', 'sales-manager'],junior,97300,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",False
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False), 'Spanish': Language(Spanish,A1,False)},['full-stack-developer', 'c-net-developer'],None,108000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Spanish': Language(Spanish,A2,False)},['data-scientist', 'data-analyst', 'business-analyst'],None,93130,bachelor)","Job({'German': Language(German,C1,True)},['data-analyst'],['junior', 'midlevel', 'senior'],67000,bachelor)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,A1,False), 'Turkish': Language(Turkish,A1,False)},['engineering-manager', 'ui-ux-designer', 'site-reliability-engineer', 'backend-developer', 'c-net-developer'],senior,80000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],senior,91000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,doctorate)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,A1,False), 'Russian': Language(Russian,A2,False)},['scrum-master-agile-coach', 'machine-learning-engineer', 'cloud-engineer', 'product-manager', 'online-marketing-manager'],None,112000,apprenticeship)","Job({'English': Language(English,C1,False), 'German': Language(German,B1,False)},['product-owner'],['junior', 'midlevel', 'senior'],80000,bachelor)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,B2,False), 'Polish': Language(Polish,B2,False)},['ui-ux-designer', 'ux-researcher', 'data-analyst', 'system-engineer'],junior,82000,None)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,B1,False)},['c-c-developer', 'cmo-or-head-of-marketing', 'online-marketing-manager'],junior,75000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,master)",False
"Talent({'English': Language(English,C2,False), 'German': Language(German,B2,False)},['online-marketing-manager', 'backend-developer', 'business-development-manager', 'cloud-engineer', 'key-account-manager'],None,92950,apprenticeship)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False), 'Spanish': Language(Spanish,A2,False)},['product-manager', 'data-analyst', 'online-marketing-manager', 'performance-marketing-manager', 'social-media-marketing-manager'],senior,50000,bachelor)","Job({'German': Language(German,C2,True)},['online-marketing-manager', 'content-marketing-manager'],[None, 'junior'],50000,None)",False
